user_id,signup_date,last_login_date,logins,avg_session_time_mins,feature_usage_count,upgraded,upgrade_date,churn_flag,days_to_upgrade,signup_month,churn_month,user_segment,cluster
user_1041,2023-10-13,2023-12-22,5,5.93,4,1,2023-12-25,0,73.0,2023-10-01,2023-12-01,Regular User,0
user_1042,2023-10-18,2024-04-08,8,16.19,4,1,2023-12-30,0,73.0,2023-10-01,2024-04-01,Regular User,1
user_1043,2023-08-01,2024-01-10,4,4.96,7,0,,0,,2023-08-01,2024-01-01,Inactive,3
user_1044,2023-06-14,2023-12-03,5,20.11,8,1,2023-07-07,0,23.0,2023-06-01,2023-12-01,Regular User,3
user_1045,2023-01-05,2023-05-25,8,12.23,12,1,2023-02-18,0,44.0,2023-01-01,2023-05-01,Regular User,3
user_1046,2023-12-05,2024-04-20,9,15.79,1,0,,0,,2023-12-01,2024-04-01,Regular User,0
user_1047,2023-03-19,2023-05-23,8,12.1,2,0,,1,,2023-03-01,2023-05-01,Churned,0
user_1048,2023-03-03,2023-05-13,9,16.54,6,1,2023-04-25,0,53.0,2023-03-01,2023-05-01,Regular User,1
user_1049,2023-05-12,2023-06-05,14,8.97,6,0,,1,,2023-05-01,2023-06-01,Churned,2
user_1050,2023-03-30,2023-09-17,12,24.26,9,0,,1,,2023-03-01,2023-09-01,Churned,3
user_1051,2023-08-25,2023-10-23,10,11.57,3,0,,0,,2023-08-01,2023-10-01,Regular User,0
user_1052,2023-02-11,2023-08-04,8,19.38,5,0,,1,,2023-02-01,2023-08-01,Churned,0
user_1053,2023-03-30,2023-05-08,13,9.43,3,1,2023-06-09,0,71.0,2023-03-01,2023-05-01,Regular User,1
user_1054,2023-10-23,2023-10-29,6,13.04,2,0,,0,,2023-10-01,2023-10-01,Regular User,0
user_1055,2023-11-24,2024-05-15,11,11.25,5,0,,0,,2023-11-01,2024-05-01,Regular User,2
user_1056,2023-10-22,2024-03-20,8,12.01,9,1,2024-01-02,0,72.0,2023-10-01,2024-03-01,Regular User,3
user_1057,2023-04-14,2023-05-29,11,17.12,6,1,2023-04-21,0,7.0,2023-04-01,2023-05-01,Regular User,3
user_1058,2023-01-14,2023-04-09,19,17.34,5,0,,1,,2023-01-01,2023-04-01,Churned,2
user_1059,2023-10-15,2024-03-03,11,17.04,5,1,2023-11-01,0,17.0,2023-10-01,2024-03-01,Regular User,2
user_1060,2023-06-28,2023-07-18,11,10.64,3,1,2023-09-04,0,68.0,2023-06-01,2023-07-01,Regular User,1
user_1061,2023-05-05,2023-05-05,11,15.65,0,0,,1,,2023-05-01,2023-05-01,Inactive,0
user_1062,2023-12-19,2024-04-19,14,10.77,3,1,2024-01-03,0,15.0,2023-12-01,2024-04-01,Regular User,2
user_1063,2023-01-23,2023-06-18,9,22.33,4,0,,1,,2023-01-01,2023-06-01,Churned,0
user_1064,2023-03-04,2023-07-06,8,10.37,11,1,2023-03-15,0,11.0,2023-03-01,2023-07-01,Regular User,3
user_1065,2023-05-23,2023-06-24,14,12.64,5,1,2023-07-08,0,46.0,2023-05-01,2023-06-01,Regular User,2
user_1066,2023-06-02,2023-06-05,13,15.29,9,1,2023-08-04,0,63.0,2023-06-01,2023-06-01,Regular User,3
user_1067,2023-05-25,2023-05-27,3,9.89,4,0,,1,,2023-05-01,2023-05-01,Inactive,0
user_1068,2023-08-13,2023-11-11,7,18.17,9,1,2023-09-21,0,39.0,2023-08-01,2023-11-01,Regular User,3
user_1069,2023-11-05,2023-12-26,10,20.57,7,1,2023-12-19,0,44.0,2023-11-01,2023-12-01,Regular User,3
user_1070,2023-04-14,2023-05-11,10,10.58,6,0,,1,,2023-04-01,2023-05-01,Churned,3
user_1071,2023-04-14,2023-06-22,6,11.61,2,0,,1,,2023-04-01,2023-06-01,Churned,0
user_1072,2023-02-08,2023-04-05,6,20.97,6,1,2023-04-11,0,62.0,2023-02-01,2023-04-01,Regular User,1
user_1073,2023-07-17,2023-11-01,12,15.72,5,0,,0,,2023-07-01,2023-11-01,Regular User,2
user_1074,2023-05-14,2023-10-04,9,13.9,2,0,,0,,2023-05-01,2023-10-01,Regular User,0
user_1075,2023-03-08,2023-03-31,7,11.19,3,1,2023-06-24,0,108.0,2023-03-01,2023-03-01,Regular User,1
user_1076,2023-06-28,2023-12-13,11,13.15,6,1,2023-09-25,0,89.0,2023-06-01,2023-12-01,Regular User,1
user_1077,2023-02-11,2023-04-28,17,14.27,6,1,2023-03-19,0,36.0,2023-02-01,2023-04-01,Regular User,2
user_1078,2023-01-15,2023-07-08,13,18.2,5,0,,1,,2023-01-01,2023-07-01,Churned,2
user_1079,2023-04-21,2023-07-05,13,14.99,7,1,2023-05-30,0,39.0,2023-04-01,2023-07-01,Regular User,3
user_1080,2023-06-06,2023-08-13,18,10.45,10,1,2023-09-22,0,108.0,2023-06-01,2023-08-01,Regular User,1
user_1081,2023-10-16,2024-01-24,12,12.39,4,0,,0,,2023-10-01,2024-01-01,Regular User,2
user_1082,2023-08-19,2024-01-24,8,9.41,1,1,2023-11-18,0,91.0,2023-08-01,2024-01-01,Regular User,1
user_1083,2023-06-06,2023-09-05,10,14.34,3,1,2023-07-22,0,46.0,2023-06-01,2023-09-01,Regular User,0
user_1084,2023-02-07,2023-05-09,12,26.27,4,0,,1,,2023-02-01,2023-05-01,Churned,2
user_1085,2023-04-07,2023-05-06,9,27.39,4,1,2023-06-20,0,74.0,2023-04-01,2023-05-01,Regular User,1
user_1086,2023-10-16,2023-11-02,8,16.64,4,1,2023-11-13,0,28.0,2023-10-01,2023-11-01,Regular User,0
user_1087,2023-09-11,2023-10-24,7,6.74,7,0,,0,,2023-09-01,2023-10-01,Regular User,3
user_1088,2023-07-15,2023-12-16,4,19.63,4,0,,0,,2023-07-01,2023-12-01,Inactive,0
user_1089,2023-03-27,2023-07-03,10,18.34,2,1,2023-06-27,0,92.0,2023-03-01,2023-07-01,Regular User,1
user_1090,2023-11-18,2024-04-19,10,28.44,9,1,2023-12-17,0,29.0,2023-11-01,2024-04-01,Regular User,3
user_1091,2023-01-10,2023-05-10,8,15.37,14,1,2023-04-27,0,107.0,2023-01-01,2023-05-01,Regular User,3
user_1092,2023-01-05,2023-04-29,7,12.87,6,0,,1,,2023-01-01,2023-04-01,Churned,3
user_1093,2023-05-03,2023-07-01,7,10.01,9,0,,1,,2023-05-01,2023-07-01,Churned,3
user_1094,2023-11-26,2024-04-19,13,19.11,4,1,2024-02-13,0,79.0,2023-11-01,2024-04-01,Regular User,1
user_1095,2023-12-19,2024-02-12,6,14.06,7,0,,0,,2023-12-01,2024-02-01,Regular User,3
user_1096,2023-04-28,2023-05-28,11,13.72,10,0,,1,,2023-04-01,2023-05-01,Churned,3
user_1097,2023-10-21,2024-01-29,14,12.48,5,1,2023-11-18,0,28.0,2023-10-01,2024-01-01,Regular User,2
user_1098,2023-06-08,2023-08-05,18,26.0,3,0,,1,,2023-06-01,2023-08-01,Churned,2
user_1099,2023-10-30,2024-03-01,7,12.94,7,1,2024-01-05,0,67.0,2023-10-01,2024-03-01,Regular User,3
user_1100,2023-08-16,2023-12-23,10,18.5,3,0,,0,,2023-08-01,2023-12-01,Regular User,0
user_1101,2023-12-31,2024-04-05,8,17.31,2,0,,0,,2023-12-01,2024-04-01,Regular User,0
user_1102,2023-08-04,2024-01-17,10,3.88,4,0,,0,,2023-08-01,2024-01-01,Regular User,0
user_1103,2023-07-03,2023-10-17,8,26.07,5,0,,0,,2023-07-01,2023-10-01,Regular User,0
user_1104,2023-01-15,2023-02-01,9,5.74,5,0,,1,,2023-01-01,2023-02-01,Churned,0
user_1105,2023-06-06,2023-10-28,11,10.49,3,0,,0,,2023-06-01,2023-10-01,Regular User,2
user_1106,2023-05-16,2023-10-29,9,12.46,11,0,,0,,2023-05-01,2023-10-01,Regular User,3
user_1107,2023-09-18,2023-11-27,14,11.37,2,0,,0,,2023-09-01,2023-11-01,Regular User,2
user_1108,2023-06-06,2023-09-19,11,13.85,8,1,2023-07-18,0,42.0,2023-06-01,2023-09-01,Regular User,3
user_1109,2023-02-16,2023-04-10,7,11.14,5,0,,1,,2023-02-01,2023-04-01,Churned,0
user_1110,2023-11-20,2024-02-21,5,21.78,4,0,,0,,2023-11-01,2024-02-01,Regular User,0
user_1111,2023-11-28,2024-02-11,13,17.95,7,1,2023-12-05,0,7.0,2023-11-01,2024-02-01,Regular User,3
user_1112,2023-06-22,2023-07-26,6,11.9,6,0,,1,,2023-06-01,2023-07-01,Churned,0
user_1113,2023-05-10,2023-05-20,14,10.82,4,0,,1,,2023-05-01,2023-05-01,Churned,2
user_1114,2023-04-05,2023-06-04,10,12.18,4,0,,1,,2023-04-01,2023-06-01,Churned,0
user_1115,2023-04-25,2023-06-07,14,10.47,6,1,2023-07-16,0,82.0,2023-04-01,2023-06-01,Regular User,1
user_1116,2023-08-31,2023-12-29,9,9.01,3,0,,0,,2023-08-01,2023-12-01,Regular User,0
user_1117,2023-10-19,2023-12-25,13,19.68,9,1,2024-01-29,0,102.0,2023-10-01,2023-12-01,Regular User,1
user_1118,2023-10-09,2023-11-02,12,13.05,6,0,,0,,2023-10-01,2023-11-01,Regular User,2
user_1119,2023-10-26,2024-04-18,5,16.98,7,0,,0,,2023-10-01,2024-04-01,Regular User,3
user_1120,2023-10-10,2024-03-17,8,15.33,2,0,,0,,2023-10-01,2024-03-01,Regular User,0
user_1121,2023-03-10,2023-06-01,10,22.25,7,0,,1,,2023-03-01,2023-06-01,Churned,3
user_1122,2023-05-28,2023-09-18,9,19.48,7,1,2023-08-09,0,73.0,2023-05-01,2023-09-01,Regular User,1
user_1123,2023-01-11,2023-05-22,10,16.81,3,1,2023-02-11,0,31.0,2023-01-01,2023-05-01,Regular User,0
user_1124,2023-09-11,2024-02-23,11,26.48,5,1,2023-12-09,0,89.0,2023-09-01,2024-02-01,Regular User,1
user_1125,2023-11-26,2024-05-18,18,11.47,8,1,2024-02-09,0,75.0,2023-11-01,2024-05-01,Regular User,1
user_1126,2023-12-26,2023-12-26,7,14.06,2,1,2024-04-03,0,99.0,2023-12-01,2023-12-01,Regular User,1
user_1127,2023-02-07,2023-06-17,4,18.27,3,1,2023-04-17,0,69.0,2023-02-01,2023-06-01,Inactive,0
user_1128,2023-05-14,2023-08-07,12,19.22,3,0,,1,,2023-05-01,2023-08-01,Churned,2
user_1129,2023-07-19,2023-09-18,13,10.61,4,0,,1,,2023-07-01,2023-09-01,Churned,2
user_1130,2023-01-23,2023-03-27,8,14.83,4,0,,1,,2023-01-01,2023-03-01,Churned,0
user_1131,2023-10-30,2024-03-22,11,15.11,4,1,2024-01-25,0,87.0,2023-10-01,2024-03-01,Regular User,1
user_1132,2023-12-12,2024-04-15,12,26.65,7,1,2024-02-07,0,57.0,2023-12-01,2024-04-01,Regular User,1
user_1133,2023-10-29,2024-02-10,13,18.31,3,1,2023-11-26,0,28.0,2023-10-01,2024-02-01,Regular User,2
user_1134,2023-12-29,2024-02-28,17,20.4,6,0,,0,,2023-12-01,2024-02-01,Regular User,2
user_1135,2023-08-06,2023-09-09,8,13.06,7,1,2023-10-08,0,63.0,2023-08-01,2023-09-01,Regular User,3
user_1136,2023-05-21,2023-06-02,13,11.25,4,1,2023-06-04,0,14.0,2023-05-01,2023-06-01,Regular User,2
user_1137,2023-04-14,2023-09-23,11,12.88,4,0,,1,,2023-04-01,2023-09-01,Churned,2
user_1138,2023-07-29,2023-09-09,11,17.74,4,1,2023-11-06,0,100.0,2023-07-01,2023-09-01,Regular User,1
user_1139,2023-04-21,2023-08-28,2,22.38,4,1,2023-06-09,0,49.0,2023-04-01,2023-08-01,Inactive,0
user_1140,2023-04-14,2023-08-02,8,7.89,5,0,,1,,2023-04-01,2023-08-01,Churned,0
user_1141,2023-11-12,2024-03-18,11,24.9,6,0,,0,,2023-11-01,2024-03-01,Regular User,3
user_1142,2023-06-20,2023-08-09,2,19.43,6,0,,1,,2023-06-01,2023-08-01,Inactive,0
user_1143,2023-12-22,2024-05-13,5,20.01,7,0,,0,,2023-12-01,2024-05-01,Regular User,3
user_1144,2023-11-20,2024-04-13,9,19.67,5,1,2024-03-09,0,110.0,2023-11-01,2024-04-01,Regular User,1
user_1145,2023-05-13,2023-09-24,12,12.97,5,0,,1,,2023-05-01,2023-09-01,Churned,2
user_1146,2023-10-20,2023-12-03,6,14.36,0,0,,0,,2023-10-01,2023-12-01,Inactive,0
user_1147,2023-11-24,2024-05-05,12,18.4,2,1,2024-01-25,0,62.0,2023-11-01,2024-05-01,Regular User,2
user_1148,2023-05-07,2023-10-22,8,13.75,6,0,,0,,2023-05-01,2023-10-01,Regular User,3
user_1149,2023-04-16,2023-05-27,9,16.17,6,1,2023-05-13,0,27.0,2023-04-01,2023-05-01,Regular User,3
user_1150,2023-04-02,2023-08-14,9,11.68,8,1,2023-04-15,0,13.0,2023-04-01,2023-08-01,Regular User,3
user_1151,2023-10-14,2023-10-28,16,18.86,7,1,2024-02-02,0,111.0,2023-10-01,2023-10-01,Regular User,1
user_1152,2023-02-20,2023-04-20,3,14.3,4,0,,1,,2023-02-01,2023-04-01,Inactive,0
user_1153,2023-01-29,2023-03-09,15,12.98,4,1,2023-05-25,0,116.0,2023-01-01,2023-03-01,Regular User,1
user_1154,2023-10-23,2024-04-04,6,10.87,4,1,2023-11-18,0,26.0,2023-10-01,2024-04-01,Regular User,0
user_1155,2023-10-24,2024-02-12,8,11.67,3,1,2024-01-02,0,70.0,2023-10-01,2024-02-01,Regular User,1
user_1156,2023-08-02,2023-10-17,11,8.4,7,0,,0,,2023-08-01,2023-10-01,Regular User,3
user_1157,2023-09-24,2024-01-06,9,17.12,2,0,,0,,2023-09-01,2024-01-01,Regular User,0
user_1158,2023-09-14,2023-12-29,9,12.01,1,0,,0,,2023-09-01,2023-12-01,Regular User,0
user_1159,2023-10-29,2024-02-27,7,14.79,5,0,,0,,2023-10-01,2024-02-01,Regular User,0
user_1160,2023-04-11,2023-06-29,9,21.08,4,1,2023-04-30,0,19.0,2023-04-01,2023-06-01,Regular User,0
user_1161,2023-12-12,2024-04-14,18,14.4,7,1,2024-03-27,0,106.0,2023-12-01,2024-04-01,Regular User,1
user_1162,2023-04-20,2023-10-08,6,14.21,4,0,,0,,2023-04-01,2023-10-01,Regular User,0
user_1163,2023-07-01,2023-11-11,11,14.75,7,0,,0,,2023-07-01,2023-11-01,Regular User,3
user_1164,2023-11-09,2023-12-10,13,16.46,8,1,2024-01-27,0,79.0,2023-11-01,2023-12-01,Regular User,1
user_1165,2023-01-01,2023-04-18,9,12.66,5,0,,1,,2023-01-01,2023-04-01,Churned,0
user_1166,2023-11-15,2024-03-07,11,19.26,3,0,,0,,2023-11-01,2024-03-01,Regular User,2
user_1167,2023-02-24,2023-07-19,9,15.65,5,0,,1,,2023-02-01,2023-07-01,Churned,0
user_1168,2023-05-29,2023-08-04,7,12.29,4,0,,1,,2023-05-01,2023-08-01,Churned,0
user_1169,2023-11-05,2024-03-10,7,13.28,5,0,,0,,2023-11-01,2024-03-01,Regular User,0
user_1170,2023-05-17,2023-09-28,16,20.71,8,1,2023-06-06,0,20.0,2023-05-01,2023-09-01,Regular User,2
user_1171,2023-07-21,2023-11-11,7,11.71,6,1,2023-08-12,0,22.0,2023-07-01,2023-11-01,Regular User,3
user_1172,2023-11-09,2023-11-16,8,17.1,2,0,,0,,2023-11-01,2023-11-01,Regular User,0
user_1173,2023-04-27,2023-06-29,4,17.39,11,0,,1,,2023-04-01,2023-06-01,Inactive,3
user_1174,2023-06-03,2023-10-15,8,9.62,4,0,,0,,2023-06-01,2023-10-01,Regular User,0
user_1175,2023-10-18,2023-11-27,5,7.77,6,0,,0,,2023-10-01,2023-11-01,Regular User,0
user_1176,2023-03-04,2023-04-12,8,13.39,2,1,2023-04-26,0,53.0,2023-03-01,2023-04-01,Regular User,0
user_1177,2023-09-01,2023-09-03,7,19.03,8,1,2023-09-23,0,22.0,2023-09-01,2023-09-01,Regular User,3
user_1178,2023-01-25,2023-06-18,10,7.65,9,1,2023-02-15,0,21.0,2023-01-01,2023-06-01,Regular User,3
user_1179,2023-03-31,2023-07-18,18,10.64,2,1,2023-06-12,0,73.0,2023-03-01,2023-07-01,Regular User,2
user_1180,2023-03-16,2023-07-07,9,18.36,8,1,2023-03-27,0,11.0,2023-03-01,2023-07-01,Regular User,3
user_1181,2023-10-21,2024-02-09,9,9.66,5,0,,0,,2023-10-01,2024-02-01,Regular User,0
user_1182,2023-07-29,2024-01-24,7,20.11,5,0,,0,,2023-07-01,2024-01-01,Regular User,0
user_1183,2023-12-13,2024-05-10,14,28.25,4,1,2023-12-24,0,11.0,2023-12-01,2024-05-01,Regular User,2
user_1184,2023-01-17,2023-01-20,7,10.92,3,0,,1,,2023-01-01,2023-01-01,Churned,0
user_1185,2023-05-08,2023-09-18,7,22.36,4,0,,1,,2023-05-01,2023-09-01,Churned,0
user_1186,2023-12-30,2024-06-12,14,16.64,3,1,2024-02-19,0,51.0,2023-12-01,2024-06-01,Regular User,2
user_1187,2023-09-08,2023-10-03,11,11.04,7,0,,0,,2023-09-01,2023-10-01,Regular User,3
user_1188,2023-06-28,2023-11-13,17,22.96,7,1,2023-10-01,0,95.0,2023-06-01,2023-11-01,Regular User,1
user_1189,2023-07-01,2023-07-17,15,17.03,6,0,,1,,2023-07-01,2023-07-01,Churned,2
user_1190,2023-06-01,2023-08-31,12,20.95,5,1,2023-09-15,0,106.0,2023-06-01,2023-08-01,Regular User,1
user_1191,2023-01-25,2023-02-24,10,26.73,7,0,,1,,2023-01-01,2023-02-01,Churned,3
user_1192,2023-06-29,2023-12-08,7,14.46,7,1,2023-10-04,0,97.0,2023-06-01,2023-12-01,Regular User,1
user_1193,2023-07-17,2023-12-07,7,17.76,5,1,2023-10-22,0,97.0,2023-07-01,2023-12-01,Regular User,1
user_1194,2023-12-10,2024-03-25,12,9.42,3,0,,0,,2023-12-01,2024-03-01,Regular User,2
user_1195,2023-06-10,2023-11-02,12,12.67,5,0,,0,,2023-06-01,2023-11-01,Regular User,2
user_1196,2023-06-26,2023-10-14,14,14.59,5,1,2023-09-30,0,96.0,2023-06-01,2023-10-01,Regular User,1
user_1197,2023-10-12,2024-01-20,9,16.06,5,0,,0,,2023-10-01,2024-01-01,Regular User,0
user_1198,2023-03-04,2023-06-23,8,4.36,7,1,2023-03-24,0,20.0,2023-03-01,2023-06-01,Regular User,3
user_1199,2023-05-30,2023-07-30,12,22.74,7,1,2023-09-23,0,116.0,2023-05-01,2023-07-01,Regular User,1
user_1200,2023-06-03,2023-09-22,7,18.17,6,1,2023-08-13,0,71.0,2023-06-01,2023-09-01,Regular User,1
user_1201,2023-06-05,2023-11-06,9,17.58,7,1,2023-09-09,0,96.0,2023-06-01,2023-11-01,Regular User,1
user_1202,2023-02-18,2023-07-30,14,25.24,6,1,2023-04-09,0,50.0,2023-02-01,2023-07-01,Regular User,2
user_1203,2023-12-03,2024-03-27,11,23.11,6,1,2024-03-27,0,115.0,2023-12-01,2024-03-01,Regular User,1
user_1204,2023-03-25,2023-09-13,13,14.24,4,1,2023-05-06,0,42.0,2023-03-01,2023-09-01,Regular User,2
user_1205,2023-12-27,2024-01-30,4,12.15,2,0,,0,,2023-12-01,2024-01-01,Inactive,0
user_1206,2023-06-26,2023-07-23,11,18.11,5,1,2023-07-20,0,24.0,2023-06-01,2023-07-01,Regular User,2
user_1207,2023-05-28,2023-09-07,11,22.76,4,0,,1,,2023-05-01,2023-09-01,Churned,2
user_1208,2023-04-28,2023-08-30,4,14.26,9,0,,1,,2023-04-01,2023-08-01,Inactive,3
user_1209,2023-12-08,2024-03-18,12,19.45,8,1,2024-03-10,0,93.0,2023-12-01,2024-03-01,Regular User,1
user_1210,2023-03-04,2023-07-18,9,23.53,9,1,2023-05-21,0,78.0,2023-03-01,2023-07-01,Regular User,3
user_1211,2023-07-08,2023-11-27,8,19.94,4,0,,0,,2023-07-01,2023-11-01,Regular User,0
user_1212,2023-12-26,2024-01-15,10,7.03,7,0,,0,,2023-12-01,2024-01-01,Regular User,3
user_1213,2023-02-18,2023-04-10,9,9.03,3,0,,1,,2023-02-01,2023-04-01,Churned,0
user_1214,2023-11-23,2024-05-03,11,24.92,4,0,,0,,2023-11-01,2024-05-01,Regular User,2
user_1215,2023-09-14,2023-12-19,10,15.55,4,0,,0,,2023-09-01,2023-12-01,Regular User,0
user_1216,2023-08-12,2023-10-01,10,16.65,5,1,2023-10-07,0,56.0,2023-08-01,2023-10-01,Regular User,1
user_1217,2023-05-21,2023-08-11,6,17.84,7,1,2023-08-28,0,99.0,2023-05-01,2023-08-01,Regular User,1
user_1218,2023-08-03,2023-09-26,10,22.16,5,1,2023-09-22,0,50.0,2023-08-01,2023-09-01,Regular User,1
user_1219,2023-07-30,2023-10-14,12,11.09,7,1,2023-10-02,0,64.0,2023-07-01,2023-10-01,Regular User,1
user_1220,2023-11-14,2024-03-19,8,12.94,6,0,,0,,2023-11-01,2024-03-01,Regular User,3
user_1221,2023-02-01,2023-07-22,13,9.97,3,1,2023-05-02,0,90.0,2023-02-01,2023-07-01,Regular User,1
user_1222,2023-06-07,2023-09-07,15,4.68,5,1,2023-09-02,0,87.0,2023-06-01,2023-09-01,Regular User,1
user_1223,2023-10-12,2024-01-07,11,17.05,4,1,2023-12-01,0,50.0,2023-10-01,2024-01-01,Regular User,1
user_1224,2023-11-01,2024-01-19,11,10.67,7,0,,0,,2023-11-01,2024-01-01,Regular User,3
user_1225,2023-10-13,2024-03-13,11,19.81,7,0,,0,,2023-10-01,2024-03-01,Regular User,3
user_1226,2023-05-24,2023-08-23,12,11.97,4,1,2023-05-31,0,7.0,2023-05-01,2023-08-01,Regular User,2
user_1227,2023-01-19,2023-03-06,12,8.27,7,1,2023-04-14,0,85.0,2023-01-01,2023-03-01,Regular User,1
user_1228,2023-01-18,2023-02-24,8,20.27,2,0,,1,,2023-01-01,2023-02-01,Churned,0
user_1229,2023-09-14,2024-01-30,7,17.61,11,1,2023-11-30,0,77.0,2023-09-01,2024-01-01,Regular User,3
user_1230,2023-03-19,2023-04-02,12,14.17,5,1,2023-06-11,0,84.0,2023-03-01,2023-04-01,Regular User,1
user_1231,2023-06-24,2023-06-24,8,14.45,3,1,2023-07-02,0,8.0,2023-06-01,2023-06-01,Regular User,0
user_1232,2023-07-13,2023-11-24,6,18.0,2,0,,0,,2023-07-01,2023-11-01,Regular User,0
user_1233,2023-04-23,2023-04-23,11,23.51,4,1,2023-05-07,0,14.0,2023-04-01,2023-04-01,Regular User,2
user_1234,2023-04-24,2023-06-11,7,17.01,3,1,2023-07-31,0,98.0,2023-04-01,2023-06-01,Regular User,1
user_1235,2023-08-10,2023-11-13,11,17.35,10,1,2023-08-26,0,16.0,2023-08-01,2023-11-01,Regular User,3
user_1236,2023-06-15,2023-11-18,9,12.71,4,1,2023-06-30,0,15.0,2023-06-01,2023-11-01,Regular User,0
user_1237,2023-11-15,2023-12-10,10,13.82,6,0,,0,,2023-11-01,2023-12-01,Regular User,3
user_1238,2023-05-12,2023-08-06,7,1.0,3,0,,1,,2023-05-01,2023-08-01,Churned,0
user_1239,2023-09-21,2024-03-11,9,10.28,5,0,,0,,2023-09-01,2024-03-01,Regular User,0
user_1240,2023-02-24,2023-05-27,10,9.67,3,1,2023-03-09,0,13.0,2023-02-01,2023-05-01,Regular User,0
user_1241,2023-12-25,2024-04-04,13,9.54,3,1,2024-02-18,0,55.0,2023-12-01,2024-04-01,Regular User,2
user_1242,2023-05-11,2023-07-20,12,13.09,10,1,2023-06-21,0,41.0,2023-05-01,2023-07-01,Regular User,3
user_1243,2023-10-15,2024-03-02,12,13.62,2,0,,0,,2023-10-01,2024-03-01,Regular User,2
user_1244,2023-09-23,2023-12-26,8,9.67,3,0,,0,,2023-09-01,2023-12-01,Regular User,0
user_1245,2023-06-11,2023-11-17,4,21.29,7,1,2023-07-23,0,42.0,2023-06-01,2023-11-01,Inactive,3
user_1246,2023-03-28,2023-07-23,6,17.99,5,1,2023-06-14,0,78.0,2023-03-01,2023-07-01,Regular User,1
user_1247,2023-02-24,2023-07-21,12,16.03,6,0,,1,,2023-02-01,2023-07-01,Churned,2
user_1248,2023-10-15,2024-02-10,9,18.23,5,1,2024-01-03,0,80.0,2023-10-01,2024-02-01,Regular User,1
user_1249,2023-06-27,2023-08-16,11,6.4,2,1,2023-08-27,0,61.0,2023-06-01,2023-08-01,Regular User,1
user_1250,2023-12-15,2024-03-04,5,6.26,3,0,,0,,2023-12-01,2024-03-01,Regular User,0
user_1251,2023-01-08,2023-02-12,8,21.09,4,0,,1,,2023-01-01,2023-02-01,Churned,0
user_1252,2023-11-17,2024-01-22,8,26.91,10,1,2023-11-25,0,8.0,2023-11-01,2024-01-01,Regular User,3
user_1253,2023-11-09,2024-03-16,11,15.27,6,1,2023-12-08,0,29.0,2023-11-01,2024-03-01,Regular User,3
user_1254,2023-09-04,2023-12-26,13,26.25,9,1,2023-12-25,0,112.0,2023-09-01,2023-12-01,Regular User,1
user_1255,2023-11-19,2024-04-21,13,15.01,3,0,,0,,2023-11-01,2024-04-01,Regular User,2
user_1256,2023-09-12,2023-12-31,12,11.46,10,1,2023-12-11,0,90.0,2023-09-01,2023-12-01,Regular User,1
user_1257,2023-11-24,2024-05-09,11,19.9,6,0,,0,,2023-11-01,2024-05-01,Regular User,3
user_1258,2023-02-23,2023-07-14,10,4.25,5,0,,1,,2023-02-01,2023-07-01,Churned,0
user_1259,2023-09-06,2023-12-14,10,12.06,4,0,,0,,2023-09-01,2023-12-01,Regular User,0
user_1260,2023-08-27,2023-12-13,9,10.86,5,0,,0,,2023-08-01,2023-12-01,Regular User,0
user_1261,2023-08-17,2023-12-14,7,9.0,1,0,,0,,2023-08-01,2023-12-01,Regular User,0
user_1262,2023-03-08,2023-05-25,12,12.51,3,0,,1,,2023-03-01,2023-05-01,Churned,2
user_1263,2023-02-20,2023-07-03,10,16.45,5,1,2023-05-24,0,93.0,2023-02-01,2023-07-01,Regular User,1
user_1264,2023-04-07,2023-09-14,9,21.56,5,1,2023-07-08,0,92.0,2023-04-01,2023-09-01,Regular User,1
user_1265,2023-04-02,2023-04-20,10,20.21,4,1,2023-07-02,0,91.0,2023-04-01,2023-04-01,Regular User,1
user_1266,2023-09-21,2024-01-25,9,7.03,8,1,2023-10-23,0,32.0,2023-09-01,2024-01-01,Regular User,3
user_1267,2023-10-18,2023-11-15,6,26.45,6,0,,0,,2023-10-01,2023-11-01,Regular User,0
user_1268,2023-04-06,2023-04-29,8,21.23,6,0,,1,,2023-04-01,2023-04-01,Churned,3
user_1269,2023-03-29,2023-08-26,6,15.2,10,1,2023-07-22,0,115.0,2023-03-01,2023-08-01,Regular User,1
user_1270,2023-03-19,2023-03-28,14,21.73,5,1,2023-06-29,0,102.0,2023-03-01,2023-03-01,Regular User,1
user_1271,2023-10-15,2024-01-27,8,10.39,5,1,2023-12-02,0,48.0,2023-10-01,2024-01-01,Regular User,0
user_1272,2023-04-30,2023-10-15,6,19.22,4,0,,0,,2023-04-01,2023-10-01,Regular User,0
user_1273,2023-10-29,2024-04-22,10,5.33,1,1,2023-11-27,0,29.0,2023-10-01,2024-04-01,Regular User,0
user_1274,2023-06-14,2023-11-05,12,13.46,6,0,,0,,2023-06-01,2023-11-01,Regular User,2
user_1275,2023-07-01,2023-12-20,17,21.82,7,0,,0,,2023-07-01,2023-12-01,Regular User,2
user_1276,2023-08-11,2024-01-15,10,12.71,5,0,,0,,2023-08-01,2024-01-01,Regular User,0
user_1277,2023-11-07,2024-04-26,8,12.93,9,1,2024-03-02,0,116.0,2023-11-01,2024-04-01,Regular User,1
user_1278,2023-01-07,2023-03-02,12,11.98,14,1,2023-04-01,0,84.0,2023-01-01,2023-03-01,Regular User,3
